CustomerID,CustomerName,Location,JoinDate,LoyaltyPoints,Year,Month
CUST00778,Customer_778,Mumbai,2023-03-21,4028,2023,March
CUST00779,Customer_779,Chennai,2021-09-12,3658,2021,September
CUST00780,Customer_780,Ahmedabad,2023-01-09,3996,2023,January
CUST00781,Customer_781,Pune,2020-12-06,2152,2020,December
CUST00782,Customer_782,Kolkata,2022-05-25,3728,2022,May
CUST00783,Customer_783,Chennai,2020-05-31,1961,2020,May
CUST00784,Customer_784,Mumbai,2023-06-08,2593,2023,June
CUST00785,Customer_785,Kolkata,2022-12-29,707,2022,December
CUST00786,Customer_786,Kolkata,2021-08-24,2633,2021,August
CUST00787,Customer_787,Hyderabad,2020-11-22,4164,2020,November
CUST00788,Customer_788,Kolkata,2023-02-10,1293,2023,February
CUST00789,Customer_789,Ahmedabad,2022-06-02,2689,2022,June
CUST00790,Customer_790,Kolkata,2021-09-08,4703,2021,September
CUST00791,Customer_791,Chennai,2021-12-26,4362,2021,December
CUST00792,Customer_792,Hyderabad,2023-05-09,4660,2023,May
CUST00793,Customer_793,Pune,2022-02-14,1181,2022,February
CUST00794,Customer_794,Bangalore,2021-10-05,2427,2021,October
CUST00795,Customer_795,Hyderabad,2023-10-29,1669,2023,October
CUST00796,Customer_796,Hyderabad,2023-06-08,2920,2023,June
CUST00797,Customer_797,Kolkata,2020-12-24,1740,2020,December
CUST00798,Customer_798,Mumbai,2023-03-03,4349,2023,March
CUST00799,Customer_799,Mumbai,2022-09-03,2229,2022,September
CUST00800,Customer_800,Pune,2022-07-24,1345,2022,July
CUST00801,Customer_801,Hyderabad,2021-08-29,710,2021,August
CUST00802,Customer_802,Delhi,2022-07-12,3368,2022,July
CUST00803,Customer_803,Mumbai,2020-02-18,3288,2020,February
CUST00804,Customer_804,Delhi,2021-01-08,2869,2021,January
CUST00805,Customer_805,Ahmedabad,2021-07-19,2855,2021,July
CUST00806,Customer_806,Chennai,2022-09-10,2880,2022,September
CUST00807,Customer_807,Bangalore,2022-10-06,1033,2022,October
CUST00808,Customer_808,Bangalore,2023-06-02,2466,2023,June
CUST00809,Customer_809,Pune,2023-12-21,677,2023,December
CUST00810,Customer_810,Ahmedabad,2022-04-01,2666,2022,April
CUST00811,Customer_811,Bangalore,2023-02-22,3067,2023,February
CUST00812,Customer_812,Ahmedabad,2020-06-26,1425,2020,June
CUST00813,Customer_813,Pune,2022-10-15,41,2022,October
CUST00814,Customer_814,Delhi,2022-12-06,4430,2022,December
CUST00815,Customer_815,Hyderabad,2022-07-10,788,2022,July
CUST00816,Customer_816,Delhi,2021-01-29,661,2021,January
CUST00817,Customer_817,Mumbai,2022-05-09,806,2022,May
CUST00818,Customer_818,Bangalore,2020-09-07,2887,2020,September
CUST00819,Customer_819,Ahmedabad,2021-09-21,2879,2021,September
CUST00820,Customer_820,Mumbai,2021-05-31,3025,2021,May
CUST00821,Customer_821,Ahmedabad,2022-02-25,719,2022,February
CUST00822,Customer_822,Bangalore,2023-09-30,2038,2023,September
CUST00823,Customer_823,Kolkata,2021-12-03,4248,2021,December
CUST00824,Customer_824,Kolkata,2023-01-11,4476,2023,January
CUST00825,Customer_825,Hyderabad,2020-06-27,3227,2020,June
CUST00826,Customer_826,Chennai,2020-03-14,3611,2020,March
CUST00827,Customer_827,Kolkata,2023-10-12,2906,2023,October
CUST00828,Customer_828,Kolkata,2021-03-08,2935,2021,March
CUST00829,Customer_829,Ahmedabad,2021-09-19,2321,2021,September
CUST00830,Customer_830,Hyderabad,2021-12-20,2335,2021,December
CUST00831,Customer_831,Chennai,2020-06-08,3347,2020,June
CUST00832,Customer_832,Hyderabad,2022-09-15,2336,2022,September
CUST00833,Customer_833,Mumbai,2021-10-13,3387,2021,October
CUST00834,Customer_834,Ahmedabad,2022-01-04,4355,2022,January
CUST00835,Customer_835,Chennai,2022-06-09,2801,2022,June
CUST00836,Customer_836,Ahmedabad,2023-05-24,1274,2023,May
CUST00837,Customer_837,Bangalore,2020-11-06,2051,2020,November
CUST00838,Customer_838,Bangalore,2020-07-04,3518,2020,July
CUST00839,Customer_839,Pune,2021-04-05,1717,2021,April
CUST00840,Customer_840,Ahmedabad,2023-03-14,3783,2023,March
CUST00841,Customer_841,Mumbai,2020-08-22,4004,2020,August
CUST00842,Customer_842,Ahmedabad,2020-11-24,4273,2020,November
CUST00843,Customer_843,Bangalore,2020-05-30,1381,2020,May
CUST00844,Customer_844,Kolkata,2022-04-19,2764,2022,April
CUST00845,Customer_845,Ahmedabad,2021-07-26,1142,2021,July
CUST00846,Customer_846,Hyderabad,2020-02-05,1110,2020,February
CUST00847,Customer_847,Pune,2023-08-04,2012,2023,August
CUST00848,Customer_848,Ahmedabad,2023-06-24,1622,2023,June
CUST00849,Customer_849,Hyderabad,2024-01-12,4063,2024,January
CUST00850,Customer_850,Kolkata,2022-09-09,2657,2022,September
CUST00851,Customer_851,Chennai,2020-06-19,3274,2020,June
CUST00852,Customer_852,Delhi,2023-02-24,3945,2023,February
CUST00853,Customer_853,Ahmedabad,2021-10-31,1310,2021,October
CUST00854,Customer_854,Kolkata,2021-12-21,2380,2021,December
CUST00855,Customer_855,Mumbai,2022-01-10,2624,2022,January
CUST00856,Customer_856,Hyderabad,2021-01-19,671,2021,January
CUST00857,Customer_857,Delhi,2023-01-08,2032,2023,January
CUST00858,Customer_858,Chennai,2023-05-28,3451,2023,May
CUST00859,Customer_859,Pune,2022-05-24,3674,2022,May
CUST00860,Customer_860,Pune,2023-05-26,852,2023,May
CUST00861,Customer_861,Hyderabad,2021-08-23,3663,2021,August
CUST00862,Customer_862,Kolkata,2023-07-06,4638,2023,July
CUST00863,Customer_863,Ahmedabad,2023-12-21,69,2023,December
CUST00864,Customer_864,Hyderabad,2020-07-31,226,2020,July
CUST00865,Customer_865,Mumbai,2022-12-23,601,2022,December
CUST00866,Customer_866,Ahmedabad,2022-01-28,3810,2022,January
CUST00867,Customer_867,Ahmedabad,2023-06-15,1919,2023,June
CUST00868,Customer_868,Pune,2020-05-22,545,2020,May
CUST00869,Customer_869,Bangalore,2020-10-06,2091,2020,October
CUST00870,Customer_870,Bangalore,2021-06-16,227,2021,June
CUST00871,Customer_871,Bangalore,2021-07-23,4510,2021,July
CUST00872,Customer_872,Pune,2024-02-01,1136,2024,February
CUST00873,Customer_873,Mumbai,2022-05-23,815,2022,May
CUST00874,Customer_874,Mumbai,2023-02-05,1793,2023,February
CUST00875,Customer_875,Mumbai,2021-06-02,3157,2021,June
CUST00876,Customer_876,Delhi,2023-05-01,1224,2023,May
CUST00877,Customer_877,Delhi,2021-09-20,355,2021,September
CUST00878,Customer_878,Chennai,2021-12-20,1323,2021,December
CUST00879,Customer_879,Ahmedabad,2020-01-02,3057,2020,January
CUST00880,Customer_880,Delhi,2020-07-18,1255,2020,July
CUST00881,Customer_881,Pune,2023-04-15,2096,2023,April
CUST00882,Customer_882,Mumbai,2020-11-08,2779,2020,November
CUST00883,Customer_883,Ahmedabad,2020-11-17,4692,2020,November
CUST00884,Customer_884,Mumbai,2021-09-25,2005,2021,September
CUST00885,Customer_885,Hyderabad,2023-03-22,3183,2023,March
CUST00886,Customer_886,Pune,2021-01-06,4313,2021,January
CUST00887,Customer_887,Bangalore,2020-01-29,3999,2020,January
CUST00888,Customer_888,Chennai,2023-02-19,844,2023,February
CUST00889,Customer_889,Delhi,2023-12-25,2962,2023,December
CUST00890,Customer_890,Chennai,2022-05-03,979,2022,May
CUST00891,Customer_891,Pune,2022-09-11,4995,2022,September
CUST00892,Customer_892,Mumbai,2020-05-21,1908,2020,May
CUST00893,Customer_893,Pune,2021-01-27,996,2021,January
CUST00894,Customer_894,Pune,2021-01-23,2809,2021,January
CUST00895,Customer_895,Bangalore,2023-12-30,142,2023,December
CUST00896,Customer_896,Chennai,2020-10-08,3298,2020,October
CUST00897,Customer_897,Bangalore,2022-12-04,3455,2022,December
CUST00898,Customer_898,Ahmedabad,2020-02-10,1715,2020,February
CUST00899,Customer_899,Delhi,2023-10-21,654,2023,October
CUST00900,Customer_900,Pune,2023-02-15,716,2023,February
CUST00901,Customer_901,Bangalore,2023-03-14,4013,2023,March
CUST00902,Customer_902,Ahmedabad,2023-10-24,4742,2023,October
CUST00903,Customer_903,Hyderabad,2022-07-10,247,2022,July
CUST00904,Customer_904,Bangalore,2020-09-02,3381,2020,September
CUST00905,Customer_905,Kolkata,2022-02-15,2381,2022,February
CUST00906,Customer_906,Pune,2020-08-27,3262,2020,August
CUST00907,Customer_907,Mumbai,2021-07-12,471,2021,July
CUST00908,Customer_908,Ahmedabad,2022-12-08,2795,2022,December
CUST00909,Customer_909,Chennai,2021-06-29,4300,2021,June
CUST00910,Customer_910,Hyderabad,2024-01-23,3494,2024,January
CUST00911,Customer_911,Kolkata,2023-07-01,4764,2023,July
CUST00912,Customer_912,Hyderabad,2020-05-16,3498,2020,May
CUST00913,Customer_913,Pune,2022-08-30,4173,2022,August
CUST00914,Customer_914,Pune,2022-01-01,2503,2022,January
CUST00915,Customer_915,Chennai,2021-11-27,2035,2021,November
CUST00916,Customer_916,Kolkata,2023-11-25,4190,2023,November
CUST00917,Customer_917,Chennai,2021-01-15,1583,2021,January
CUST00918,Customer_918,Pune,2021-07-31,3566,2021,July
CUST00919,Customer_919,Chennai,2022-03-03,2058,2022,March
CUST00920,Customer_920,Ahmedabad,2020-03-19,4613,2020,March
CUST00921,Customer_921,Mumbai,2023-10-04,1606,2023,October
CUST00922,Customer_922,Pune,2022-08-14,1081,2022,August
CUST00923,Customer_923,Pune,2020-03-07,540,2020,March
CUST00924,Customer_924,Bangalore,2020-05-31,4058,2020,May
CUST00925,Customer_925,Kolkata,2021-07-09,4087,2021,July
CUST00926,Customer_926,Delhi,2023-06-13,542,2023,June
CUST00927,Customer_927,Ahmedabad,2020-04-18,1361,2020,April
CUST00928,Customer_928,Delhi,2022-07-13,2375,2022,July
CUST00929,Customer_929,Mumbai,2022-09-13,3907,2022,September
CUST00930,Customer_930,Bangalore,2021-08-11,972,2021,August
CUST00931,Customer_931,Chennai,2020-02-04,227,2020,February
CUST00932,Customer_932,Mumbai,2023-05-31,684,2023,May
CUST00933,Customer_933,Ahmedabad,2021-07-30,3311,2021,July
CUST00934,Customer_934,Ahmedabad,2021-09-23,2658,2021,September
CUST00935,Customer_935,Ahmedabad,2020-08-27,1301,2020,August
CUST00936,Customer_936,Pune,2021-10-28,2691,2021,October
CUST00937,Customer_937,Ahmedabad,2022-06-07,1097,2022,June
CUST00938,Customer_938,Mumbai,2021-01-23,315,2021,January
CUST00939,Customer_939,Chennai,2023-11-09,415,2023,November
CUST00940,Customer_940,Chennai,2022-08-20,2556,2022,August
CUST00941,Customer_941,Bangalore,2023-02-21,1058,2023,February
CUST00942,Customer_942,Delhi,2021-03-20,1535,2021,March
CUST00943,Customer_943,Kolkata,2022-07-01,3236,2022,July
CUST00944,Customer_944,Mumbai,2020-10-20,3069,2020,October
CUST00945,Customer_945,Ahmedabad,2021-01-27,4699,2021,January
CUST00946,Customer_946,Bangalore,2023-08-26,3908,2023,August
CUST00947,Customer_947,Kolkata,2021-01-16,2716,2021,January
CUST00948,Customer_948,Pune,2021-06-11,2950,2021,June
CUST00949,Customer_949,Delhi,2023-04-05,2796,2023,April
CUST00950,Customer_950,Bangalore,2022-05-11,3445,2022,May
CUST00951,Customer_951,Kolkata,2020-12-01,4210,2020,December
CUST00952,Customer_952,Delhi,2020-01-22,767,2020,January
CUST00953,Customer_953,Ahmedabad,2021-09-05,445,2021,September
CUST00954,Customer_954,Bangalore,2021-12-10,2452,2021,December
CUST00955,Customer_955,Chennai,2022-12-17,4545,2022,December
CUST00956,Customer_956,Delhi,2020-10-18,3420,2020,October
CUST00957,Customer_957,Ahmedabad,2022-02-27,783,2022,February
CUST00958,Customer_958,Kolkata,2023-04-03,3943,2023,April
CUST00959,Customer_959,Mumbai,2023-04-17,4328,2023,April
CUST00960,Customer_960,Delhi,2021-07-18,3726,2021,July
CUST00961,Customer_961,Hyderabad,2022-02-09,2210,2022,February
CUST00962,Customer_962,Kolkata,2020-08-04,4666,2020,August
CUST00963,Customer_963,Kolkata,2021-08-29,1971,2021,August
CUST00964,Customer_964,Delhi,2020-01-22,2913,2020,January
CUST00965,Customer_965,Kolkata,2022-09-23,1234,2022,September
CUST00966,Customer_966,Ahmedabad,2020-06-18,2905,2020,June
CUST00967,Customer_967,Kolkata,2022-09-08,4590,2022,September
CUST00968,Customer_968,Pune,2021-11-04,4050,2021,November
CUST00969,Customer_969,Chennai,2023-08-12,1431,2023,August
CUST00970,Customer_970,Hyderabad,2023-04-28,4412,2023,April
CUST00971,Customer_971,Delhi,2021-04-15,560,2021,April
CUST00972,Customer_972,Bangalore,2020-12-04,2939,2020,December
CUST00973,Customer_973,Kolkata,2023-04-26,3652,2023,April
CUST00974,Customer_974,Kolkata,2021-03-25,1931,2021,March
CUST00975,Customer_975,Ahmedabad,2020-12-21,3475,2020,December
CUST00976,Customer_976,Ahmedabad,2023-02-10,1246,2023,February
CUST00977,Customer_977,Pune,2021-06-25,4301,2021,June
CUST00978,Customer_978,Mumbai,2023-09-04,3824,2023,September
CUST00979,Customer_979,Kolkata,2020-03-26,1143,2020,March
CUST00980,Customer_980,Delhi,2020-12-05,2591,2020,December
CUST00981,Customer_981,Ahmedabad,2022-06-29,260,2022,June
CUST00982,Customer_982,Chennai,2020-02-23,3528,2020,February
CUST00983,Customer_983,Chennai,2023-07-24,246,2023,July
CUST00984,Customer_984,Chennai,2021-06-03,538,2021,June
CUST00985,Customer_985,Chennai,2024-02-04,527,2024,February
CUST00986,Customer_986,Hyderabad,2022-07-26,573,2022,July
CUST00987,Customer_987,Pune,2021-10-02,2695,2021,October
CUST00988,Customer_988,Bangalore,2021-02-14,1452,2021,February
CUST00989,Customer_989,Kolkata,2020-04-28,662,2020,April
CUST00990,Customer_990,Chennai,2020-02-09,933,2020,February
CUST00991,Customer_991,Delhi,2021-12-02,4778,2021,December
CUST00992,Customer_992,Mumbai,2020-05-04,1457,2020,May
CUST00993,Customer_993,Mumbai,2022-09-24,1930,2022,September
CUST00994,Customer_994,Ahmedabad,2023-11-03,3379,2023,November
CUST00995,Customer_995,Pune,2023-12-27,25,2023,December
CUST00996,Customer_996,Pune,2021-09-30,3747,2021,September
CUST00997,Customer_997,Kolkata,2021-08-14,2569,2021,August
CUST00998,Customer_998,Ahmedabad,2020-05-31,2139,2020,May
CUST00999,Customer_999,Kolkata,2024-01-11,4245,2024,January
CUST01000,Customer_1000,Mumbai,2020-03-27,2109,2020,March
CUST01001,Customer_1001,Chennai,2021-07-30,806,2021,July
CUST01002,Customer_1002,Delhi,2022-10-21,2075,2022,October
CUST01003,Customer_1003,Bangalore,2023-05-27,2450,2023,May
CUST01004,Customer_1004,Ahmedabad,2021-03-19,1756,2021,March
CUST01005,Customer_1005,Bangalore,2023-08-04,3465,2023,August
CUST01006,Customer_1006,Chennai,2021-01-24,2172,2021,January
CUST01007,Customer_1007,Delhi,2020-10-20,3154,2020,October
CUST01008,Customer_1008,Hyderabad,2023-10-28,203,2023,October
CUST01009,Customer_1009,Chennai,2021-08-13,3786,2021,August
CUST01010,Customer_1010,Pune,2023-08-16,2756,2023,August
CUST01011,Customer_1011,Chennai,2023-10-24,1015,2023,October
CUST01012,Customer_1012,Kolkata,2023-12-27,4862,2023,December
CUST01013,Customer_1013,Pune,2023-06-10,1148,2023,June
CUST01014,Customer_1014,Chennai,2021-03-16,3530,2021,March
CUST01015,Customer_1015,Bangalore,2021-11-03,1976,2021,November
CUST01016,Customer_1016,Ahmedabad,2022-04-07,4545,2022,April
CUST01017,Customer_1017,Kolkata,2020-03-09,3737,2020,March
CUST01018,Customer_1018,Ahmedabad,2020-10-02,556,2020,October
CUST01019,Customer_1019,Mumbai,2024-02-02,130,2024,February
CUST01020,Customer_1020,Ahmedabad,2022-10-02,2620,2022,October
CUST01021,Customer_1021,Hyderabad,2020-04-07,3766,2020,April
CUST01022,Customer_1022,Ahmedabad,2022-10-15,1164,2022,October
CUST01023,Customer_1023,Delhi,2022-12-05,190,2022,December
CUST01024,Customer_1024,Bangalore,2022-05-16,2634,2022,May
CUST01025,Customer_1025,Ahmedabad,2021-08-12,629,2021,August
CUST01026,Customer_1026,Mumbai,2023-01-11,346,2023,January
CUST01027,Customer_1027,Pune,2022-05-10,3573,2022,May
CUST01028,Customer_1028,Ahmedabad,2020-01-30,4035,2020,January
CUST01029,Customer_1029,Kolkata,2022-01-01,3151,2022,January
CUST01030,Customer_1030,Kolkata,2021-07-24,4469,2021,July
CUST01031,Customer_1031,Mumbai,2021-12-04,680,2021,December
CUST01032,Customer_1032,Delhi,2024-01-28,2745,2024,January
CUST01033,Customer_1033,Pune,2022-06-05,1587,2022,June
CUST01034,Customer_1034,Bangalore,2022-08-19,1409,2022,August
CUST01035,Customer_1035,Pune,2023-07-06,3725,2023,July
CUST01036,Customer_1036,Kolkata,2021-02-20,3629,2021,February
CUST01037,Customer_1037,Kolkata,2021-06-05,4314,2021,June
CUST01038,Customer_1038,Delhi,2022-04-30,539,2022,April
CUST01039,Customer_1039,Ahmedabad,2023-07-14,4196,2023,July
CUST01040,Customer_1040,Bangalore,2022-04-28,4903,2022,April
CUST01041,Customer_1041,Delhi,2021-08-15,1868,2021,August
CUST01042,Customer_1042,Delhi,2021-10-28,4309,2021,October
CUST01043,Customer_1043,Mumbai,2021-08-30,4568,2021,August
CUST01044,Customer_1044,Pune,2022-03-11,1981,2022,March
CUST01045,Customer_1045,Pune,2022-03-13,4885,2022,March
CUST01046,Customer_1046,Mumbai,2021-12-25,3319,2021,December
CUST01047,Customer_1047,Mumbai,2023-10-21,3130,2023,October
CUST01048,Customer_1048,Hyderabad,2021-11-03,3933,2021,November
CUST01049,Customer_1049,Ahmedabad,2023-09-05,480,2023,September
CUST01050,Customer_1050,Delhi,2020-05-09,3847,2020,May
CUST01051,Customer_1051,Hyderabad,2022-04-11,1887,2022,April
CUST01052,Customer_1052,Kolkata,2021-05-02,2913,2021,May
CUST01053,Customer_1053,Ahmedabad,2023-09-28,1873,2023,September
CUST01054,Customer_1054,Delhi,2020-05-01,2560,2020,May
CUST01055,Customer_1055,Mumbai,2020-02-09,2292,2020,February
CUST01056,Customer_1056,Chennai,2020-10-14,23,2020,October
CUST01057,Customer_1057,Ahmedabad,2023-12-04,3139,2023,December
CUST01058,Customer_1058,Bangalore,2022-01-22,1027,2022,January
CUST01059,Customer_1059,Delhi,2020-01-15,4368,2020,January
CUST01060,Customer_1060,Chennai,2023-08-26,4325,2023,August
CUST01061,Customer_1061,Chennai,2021-10-31,273,2021,October
CUST01062,Customer_1062,Kolkata,2023-01-24,2206,2023,January
CUST01063,Customer_1063,Hyderabad,2020-07-15,3816,2020,July
CUST01064,Customer_1064,Kolkata,2022-04-20,4917,2022,April
CUST01065,Customer_1065,Kolkata,2020-04-23,3169,2020,April
CUST01066,Customer_1066,Kolkata,2024-01-18,496,2024,January
CUST01067,Customer_1067,Pune,2020-04-28,3420,2020,April
CUST01068,Customer_1068,Delhi,2020-08-05,2083,2020,August
CUST01069,Customer_1069,Hyderabad,2023-03-17,1774,2023,March
CUST01070,Customer_1070,Delhi,2021-06-25,2934,2021,June
CUST01071,Customer_1071,Mumbai,2022-03-09,4176,2022,March
CUST01072,Customer_1072,Pune,2023-02-26,3008,2023,February
CUST01073,Customer_1073,Delhi,2022-06-09,4318,2022,June
CUST01074,Customer_1074,Ahmedabad,2021-01-03,4967,2021,January
CUST01075,Customer_1075,Mumbai,2020-07-20,3247,2020,July
CUST01076,Customer_1076,Bangalore,2022-08-03,2952,2022,August
CUST01077,Customer_1077,Kolkata,2021-01-14,3184,2021,January
CUST01078,Customer_1078,Ahmedabad,2021-01-18,1590,2021,January
CUST01079,Customer_1079,Delhi,2023-10-20,2058,2023,October
CUST01080,Customer_1080,Pune,2020-03-06,3908,2020,March
CUST01081,Customer_1081,Kolkata,2023-01-03,1204,2023,January
CUST01082,Customer_1082,Bangalore,2023-03-12,4295,2023,March
CUST01083,Customer_1083,Pune,2023-07-27,1960,2023,July
CUST01084,Customer_1084,Delhi,2021-09-16,1288,2021,September
CUST01085,Customer_1085,Delhi,2021-12-31,694,2021,December
CUST01086,Customer_1086,Delhi,2020-08-30,2290,2020,August
CUST01087,Customer_1087,Bangalore,2024-01-16,1841,2024,January
CUST01088,Customer_1088,Mumbai,2022-08-28,354,2022,August
CUST01089,Customer_1089,Kolkata,2024-01-04,404,2024,January
CUST01090,Customer_1090,Delhi,2021-02-22,3415,2021,February
CUST01091,Customer_1091,Bangalore,2020-12-06,2601,2020,December
CUST01092,Customer_1092,Bangalore,2023-06-02,1947,2023,June
CUST01093,Customer_1093,Bangalore,2022-09-17,2932,2022,September
CUST01094,Customer_1094,Mumbai,2020-09-07,2706,2020,September
CUST01095,Customer_1095,Bangalore,2022-10-24,1261,2022,October
CUST01096,Customer_1096,Kolkata,2020-12-09,3790,2020,December
CUST01097,Customer_1097,Pune,2020-05-07,4584,2020,May
CUST01098,Customer_1098,Bangalore,2021-06-28,3789,2021,June
CUST01099,Customer_1099,Pune,2020-05-21,4460,2020,May
CUST01100,Customer_1100,Ahmedabad,2020-04-07,1612,2020,April
CUST01101,Customer_1101,Delhi,2021-03-13,3375,2021,March
CUST01102,Customer_1102,Bangalore,2024-01-31,3090,2024,January
CUST01103,Customer_1103,Mumbai,2020-01-03,4723,2020,January
CUST01104,Customer_1104,Hyderabad,2020-04-11,3638,2020,April
CUST01105,Customer_1105,Pune,2021-02-06,3488,2021,February
CUST01106,Customer_1106,Mumbai,2022-01-27,2425,2022,January
CUST01107,Customer_1107,Pune,2020-09-26,1392,2020,September
CUST01108,Customer_1108,Chennai,2022-06-13,276,2022,June
CUST01109,Customer_1109,Bangalore,2022-05-25,1507,2022,May
CUST01110,Customer_1110,Mumbai,2021-03-12,1405,2021,March
CUST01111,Customer_1111,Chennai,2022-01-08,3906,2022,January
CUST01112,Customer_1112,Kolkata,2021-01-30,2748,2021,January
CUST01113,Customer_1113,Chennai,2022-09-26,4588,2022,September
CUST01114,Customer_1114,Ahmedabad,2023-04-23,4580,2023,April
CUST01115,Customer_1115,Kolkata,2021-07-07,3001,2021,July
CUST01116,Customer_1116,Bangalore,2021-08-25,2563,2021,August
CUST01117,Customer_1117,Chennai,2022-02-25,4791,2022,February
CUST01118,Customer_1118,Ahmedabad,2023-12-26,1399,2023,December
CUST01119,Customer_1119,Mumbai,2021-09-29,1678,2021,September
CUST01120,Customer_1120,Kolkata,2024-01-27,4549,2024,January
CUST01121,Customer_1121,Kolkata,2023-08-12,3568,2023,August
CUST01122,Customer_1122,Mumbai,2022-02-22,2825,2022,February
CUST01123,Customer_1123,Hyderabad,2022-09-17,2998,2022,September
CUST01124,Customer_1124,Chennai,2021-06-30,3890,2021,June
CUST01125,Customer_1125,Mumbai,2022-01-05,3917,2022,January
CUST01126,Customer_1126,Delhi,2021-08-09,4386,2021,August
CUST01127,Customer_1127,Kolkata,2022-03-28,3329,2022,March
CUST01128,Customer_1128,Bangalore,2023-05-22,534,2023,May
CUST01129,Customer_1129,Kolkata,2022-09-17,3370,2022,September
CUST01130,Customer_1130,Kolkata,2022-06-07,683,2022,June
CUST01131,Customer_1131,Kolkata,2021-04-23,278,2021,April
CUST01132,Customer_1132,Ahmedabad,2023-06-23,4868,2023,June
CUST01133,Customer_1133,Hyderabad,2021-10-02,232,2021,October
CUST01134,Customer_1134,Pune,2023-01-17,3389,2023,January
CUST01135,Customer_1135,Kolkata,2020-04-29,1373,2020,April
CUST01136,Customer_1136,Delhi,2020-08-03,4846,2020,August
CUST01137,Customer_1137,Pune,2023-01-21,4905,2023,January
CUST01138,Customer_1138,Ahmedabad,2021-05-17,792,2021,May
CUST01139,Customer_1139,Hyderabad,2021-09-06,4745,2021,September
CUST01140,Customer_1140,Hyderabad,2020-06-17,4678,2020,June
CUST01141,Customer_1141,Kolkata,2023-09-19,1212,2023,September
CUST01142,Customer_1142,Delhi,2022-02-18,2038,2022,February
CUST01143,Customer_1143,Ahmedabad,2022-11-26,3210,2022,November
CUST01144,Customer_1144,Delhi,2022-11-16,3342,2022,November
CUST01145,Customer_1145,Hyderabad,2021-03-29,1269,2021,March
CUST01146,Customer_1146,Hyderabad,2020-10-25,1985,2020,October
CUST01147,Customer_1147,Chennai,2023-11-19,3250,2023,November
CUST01148,Customer_1148,Chennai,2020-03-20,1744,2020,March
CUST01149,Customer_1149,Ahmedabad,2020-10-01,3309,2020,October
CUST01150,Customer_1150,Delhi,2022-04-17,2105,2022,April
CUST01151,Customer_1151,Chennai,2020-05-22,3073,2020,May
CUST01152,Customer_1152,Delhi,2022-03-21,369,2022,March
CUST01153,Customer_1153,Pune,2020-01-07,394,2020,January
CUST01154,Customer_1154,Delhi,2020-12-06,3204,2020,December
CUST01155,Customer_1155,Hyderabad,2021-06-22,4901,2021,June
CUST01156,Customer_1156,Ahmedabad,2022-10-01,1725,2022,October
CUST01157,Customer_1157,Mumbai,2020-03-17,917,2020,March
CUST01158,Customer_1158,Delhi,2023-02-24,3331,2023,February
CUST01159,Customer_1159,Ahmedabad,2021-03-19,3649,2021,March
CUST01160,Customer_1160,Bangalore,2022-02-20,2570,2022,February
CUST01161,Customer_1161,Ahmedabad,2023-01-26,1058,2023,January
CUST01162,Customer_1162,Mumbai,2022-09-24,1219,2022,September
CUST01163,Customer_1163,Ahmedabad,2021-10-16,4562,2021,October
CUST01164,Customer_1164,Kolkata,2021-10-27,2104,2021,October
CUST01165,Customer_1165,Hyderabad,2020-03-16,917,2020,March
CUST01166,Customer_1166,Pune,2023-05-09,2072,2023,May
CUST01167,Customer_1167,Kolkata,2022-04-04,1863,2022,April
CUST01168,Customer_1168,Mumbai,2022-03-22,3863,2022,March
CUST01169,Customer_1169,Pune,2023-12-29,2159,2023,December
CUST01170,Customer_1170,Pune,2023-09-21,2411,2023,September
CUST01171,Customer_1171,Delhi,2023-01-02,4735,2023,January
CUST01172,Customer_1172,Bangalore,2023-05-21,232,2023,May
CUST01173,Customer_1173,Mumbai,2022-12-16,4980,2022,December
CUST01174,Customer_1174,Delhi,2020-02-26,4802,2020,February
CUST01175,Customer_1175,Chennai,2021-04-03,1448,2021,April
CUST01176,Customer_1176,Chennai,2021-05-17,3299,2021,May
CUST01177,Customer_1177,Delhi,2020-11-27,1839,2020,November
CUST01178,Customer_1178,Bangalore,2024-01-05,862,2024,January
CUST01179,Customer_1179,Chennai,2022-05-07,4364,2022,May
CUST01180,Customer_1180,Hyderabad,2021-06-11,4239,2021,June
CUST01181,Customer_1181,Kolkata,2022-06-15,706,2022,June
CUST01182,Customer_1182,Ahmedabad,2020-01-05,1074,2020,January
CUST01183,Customer_1183,Hyderabad,2023-09-15,2873,2023,September
CUST01184,Customer_1184,Chennai,2022-07-07,1536,2022,July
CUST01185,Customer_1185,Bangalore,2023-04-01,4652,2023,April
CUST01186,Customer_1186,Ahmedabad,2021-07-05,4800,2021,July
CUST01187,Customer_1187,Chennai,2020-08-15,2146,2020,August
CUST01188,Customer_1188,Chennai,2020-03-30,3294,2020,March
CUST01189,Customer_1189,Chennai,2023-02-27,4709,2023,February
CUST01190,Customer_1190,Bangalore,2023-06-27,2210,2023,June
CUST01191,Customer_1191,Mumbai,2023-04-20,3387,2023,April
CUST01192,Customer_1192,Hyderabad,2023-02-20,1739,2023,February
CUST01193,Customer_1193,Mumbai,2022-06-06,4663,2022,June
CUST01194,Customer_1194,Kolkata,2020-11-15,3734,2020,November
CUST01195,Customer_1195,Chennai,2020-07-30,2438,2020,July
CUST01196,Customer_1196,Hyderabad,2022-04-27,469,2022,April
CUST01197,Customer_1197,Hyderabad,2023-08-13,3974,2023,August
